# BLASTN 2.7.1+
# Query: NC_000012.12:c53974956-53962308 Homo sapiens chromosome 12, GRCh38.p13 Primary Assembly
# Database: User specified sequence set (Input: hotair_mouse_gene.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, score
# 43 hits found
NC_000012.12:c53974956-53962308	NC_000081.6:c102947946-102944062	100.000	12	0	0	10493	10504	1788	1777	6.1	22.9	24
NC_000012.12:c53974956-53962308	NC_000081.6:c102947946-102944062	81.818	22	4	0	759	780	1833	1812	6.1	22.9	24
NC_000012.12:c53974956-53962308	NC_000081.6:c102947946-102944062	93.333	15	1	0	10863	10877	2218	2232	6.1	22.9	24
NC_000012.12:c53974956-53962308	NC_000081.6:c102947946-102944062	93.333	15	1	0	12227	12241	2254	2268	6.1	22.9	24
NC_000012.12:c53974956-53962308	NC_000081.6:c102947946-102944062	88.235	17	2	0	1729	1745	2399	2415	6.1	22.9	24
NC_000012.12:c53974956-53962308	NC_000081.6:c102947946-102944062	100.000	12	0	0	2979	2990	2472	2461	6.1	22.9	24
NC_000012.12:c53974956-53962308	NC_000081.6:c102947946-102944062	80.000	25	5	0	5173	5197	2654	2678	6.1	22.9	24
NC_000012.12:c53974956-53962308	NC_000081.6:c102947946-102944062	100.000	12	0	0	9506	9517	2925	2936	6.1	22.9	24
NC_000012.12:c53974956-53962308	NC_000081.6:c102947946-102944062	88.235	17	2	0	405	421	3004	2988	6.1	22.9	24
NC_000012.12:c53974956-53962308	NC_000081.6:c102947946-102944062	71.429	42	12	0	11798	11839	3002	3043	6.1	22.9	24
NC_000012.12:c53974956-53962308	NC_000081.6:c102947946-102944062	88.235	17	2	0	11642	11658	3833	3849	6.1	22.9	24
# BLAST processed 1 queries
